20 108
21 67
22 11
23 28
24 117
25 97
26 65
27 94
28 0
29 295
30 2946
31 4095
32 3093
33 875
34 0
35 0
36 206
37 236
38 221
39 56
20 119
21 100
22 121
23 139
24 176
25 86
26 52
27 76
28 93
29 319
30 2939
31 4095
32 3120
33 895
34 0
35 0
36 200
37 328
38 200
39 129
20 69
21 75
22 142
23 106
24 64
25 61
26 97
27 184
28 82
29 357
30 3014
31 4095
32 3122
33 887
34 0
35 0
36 192
37 245
38 168
39 80
20 195
21 117
22 120
23 86
24 59
25 131
26 141
27 85
28 55
29 316
30 3039
31 4095
32 3028
33 766
34 0
35 0
36 214
37 228
38 184
39 122
20 0
21 34
22 104
23 63
24 27
25 22
26 64
27 30
28 7
29 339
30 2968
31 4095
32 3104
33 894
34 0
35 0
36 272
37 344
38 227
39 92
20 96
21 96
22 77
23 105
24 76
25 79
26 11
27 60
28 118
29 431
30 3069
31 4095
32 3084
33 790
34 0
35 0
36 214
37 291
38 180
39 140
20 43
21 33
22 98
23 134
24 71
25 30
26 41
27 109
28 113
29 418
30 3001
31 4095
32 3136
33 900
34 0
35 0
36 220
37 292
38 181
39 125
20 116
21 129
22 63
23 48
24 0
25 23
26 80
27 76
28 34
29 299
30 2957
31 4095
32 3031
33 814
34 0
35 0
36 244
37 318
38 180
39 128
20 81
21 54
22 89
23 126
24 58
25 89
26 89
27 138
28 126
29 333
30 2950
31 4095
32 3068
33 820
34 0
35 0
36 256
37 360
38 292
39 149
20 130
21 94
22 53
23 130
24 49
25 108
26 74
27 154
28 99
29 406
30 3013
31 4095
32 3098
33 795
34 0
35 0
36 210
37 254
38 152
39 89
20 143
21 55
22 29
23 71
24 82
25 62
26 58
27 119
28 75
29 341
30 3002
31 4095
32 3058
33 805
34 0
35 0
36 251
37 296
38 174
39 62
20 58
21 39
22 67
23 63
24 70
25 70
26 68
27 114
28 0
29 278
30 3025
31 4095
32 3089
33 862
34 0
35 0
36 239
37 315
38 221
39 119
20 100
21 126
22 129
23 176
24 173
25 79
26 104
27 162
28 99
29 379
30 2960
31 4095
32 3000
33 843
34 0
35 0
36 211
37 283
38 233
39 21
20 109
21 121
22 123
23 52
24 94
25 123
26 98
27 113
28 77
29 409
30 3052
31 4095
32 3026
